event_id,investigation_type,event_date,location,country,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,state_code,US_State,Abbreviation
20041102X01740,Accident,2004-10-26,"SCHAUMBURG, IL",United States,Non-Fatal,Substantial,Unknown,Kramer,Glasair III,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,IL,Illinois,IL
20041102X01733,Accident,2004-10-26,"SYLVESTER, GA",United States,Non-Fatal,Substantial,Unknown,Rogers,Lancair IVP,Yes,1.0,Turbo Prop,Personal,0.0,0.0,0.0,2.0,VMC,Approach,GA,Georgia,GA
20041108X01780,Accident,2004-10-26,"Leominster, MA",United States,Fatal(1),Destroyed,Unknown,Sanclemente,Zenith CH 601HDS,Yes,1.0,Reciprocating,Flight Test,1.0,0.0,0.0,1.0,VMC,Maneuvering,MA,Massachusetts,MA
20041102X01743,Accident,2004-10-28,"Fletcher, OK",United States,Fatal(1),Destroyed,Unknown,Huber,DR 107,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Maneuvering,OK,Oklahoma,OK
20041110X01800,Accident,2004-10-29,"Pawtucket, RI",United States,Fatal(1),Destroyed,Unknown,Douglas,Adventure Air AMPIB,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Approach,RI,Rhode Island,RI
20041208X01944,Accident,2004-10-30,"ZELLWOOD, FL",United States,Non-Fatal,Substantial,Airplane,Steven W. Jones,KR2,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,FL,Florida,FL
20041208X01950,Accident,2004-10-30,"HENDERSONVILLE, NC",United States,Non-Fatal,Substantial,Unknown,David Nielson,Ison Hi-Max 1700,Yes,1.0,Reciprocating,Flight Test,0.0,1.0,0.0,1.0,VMC,Takeoff,NC,North Carolina,NC
20041104X01755,Accident,2004-10-31,"Dotsero, CO",United States,Non-Fatal,Destroyed,Unknown,Miller,Vans RV4,Yes,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,VMC,Cruise,CO,Colorado,CO
20041110X01799,Accident,2004-11-03,"WEIRSDALE, FL",United States,Fatal(1),Substantial,Unknown,"J.d. Calhoun, Inc.",Vans ACFT RV6A,Yes,1.0,Reciprocating,Personal,1.0,1.0,0.0,1.0,VMC,Landing,FL,Florida,FL
20041208X01939,Accident,2004-11-05,"ATHENS, TN",United States,Non-Fatal,Substantial,Unknown,Franzreb,Loehle 5151 Mustang,Yes,1.0,Unknown,Personal,0.0,1.0,0.0,1.0,VMC,Cruise,TN,Tennessee,TN
20041108X01778,Accident,2004-11-05,"Arcola, TX",United States,Non-Fatal,Destroyed,Unknown,Wilson,Loenslo YMF-80,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Takeoff,TX,Texas,TX
20041118X01837,Accident,2004-11-06,"ANITA, IA",United States,Fatal(1),Substantial,Unknown,Bruce,Protech PT2B,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Maneuvering,IA,Iowa,IA
20041203X01914,Accident,2004-11-06,"CLEVELAND, MO",United States,Non-Fatal,Substantial,Airplane,"Jabat, Inc.",Avid Flyer,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,MO,Missouri,MO
20041122X01848,Incident,2004-11-12,"Fort Collins, CO",United States,Incident,Unknown,Unknown,Blair-american,USA,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,CO,Colorado,CO
20041203X01915,Accident,2004-11-13,"EUSTIS, FL",United States,Non-Fatal,Substantial,Unknown,Joseph R. Sirgo,Aquilla,Yes,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,VMC,Takeoff,FL,Florida,FL
20041118X01839,Accident,2004-11-13,"OMAHA, NE",United States,Fatal(1),Substantial,Unknown,Hedge,Bede-4,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Approach,NE,Nebraska,NE
20041203X01911,Accident,2004-11-13,"ST. CLAIR, MI",United States,Non-Fatal,Substantial,Airplane,Gray,Skybolt,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Maneuvering,MI,Michigan,MI
20041124X01869,Accident,2004-11-14,"CRESWELL, OR",United States,Non-Fatal,Substantial,Unknown,Hannah,Avid Amphibian,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,OR,Oregon,OR
20041123X01859,Accident,2004-11-14,"LONDON, KY",United States,Fatal(1),Substantial,Unknown,Labhart,Kolb Twinstar Mk III,Yes,1.0,Reciprocating,Personal,1.0,1.0,0.0,1.0,VMC,Approach,KY,Kentucky,KY
20041213X01970,Accident,2004-11-14,"DELAWARE, OH",United States,Non-Fatal,Substantial,Airplane,Syreini,Hipps J3 Kitten,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Maneuvering,OH,Ohio,OH
20041122X01847,Accident,2004-11-18,"DUNLAP, TN",United States,Non-Fatal,Substantial,Unknown,"Golden Circle Air, Inc.",T-Bird II,Yes,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,VMC,Takeoff,TN,Tennessee,TN
20041124X01865,Accident,2004-11-20,"LAS CRUCES, NM",United States,Non-Fatal,Substantial,Unknown,Farrell,Lancair LC3,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,NM,New Mexico,NM
20041130X01881,Accident,2004-11-21,"RAPPAHANNOCK AC, VA",United States,Non-Fatal,Substantial,Unknown,Unknown,Sky Raider,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Maneuvering,VA,Virginia,VA
20041214X01983,Accident,2004-11-21,"CHATHAM, MA",United States,Non-Fatal,Substantial,Gyrocraft,Vigneau,RAF 2000 GTX,Yes,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,MA,Massachusetts,MA
20041217X02002,Accident,2004-11-21,"OCONOMOWOC, WI",United States,Non-Fatal,Substantial,Airplane,Olson,Sonex,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Cruise,WI,Wisconsin,WI
20041223X02031,Accident,2004-11-24,"DAVEY, NE",United States,Non-Fatal,Substantial,Airplane,Spaulding,Tailwind W-8,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,NE,Nebraska,NE
20041201X01897,Accident,2004-11-25,"HUNTSVILLE, TX",United States,Non-Fatal,Substantial,Unknown,Wingo,Long-Ez,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Descent,TX,Texas,TX
20041222X02022,Accident,2004-11-27,"STERLING, MA",United States,Non-Fatal,Substantial,Unknown,Chumsae,Kitfox Speedster,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,MA,Massachusetts,MA
20041220X02008,Accident,2004-12-03,"WILMONT, OH",United States,Fatal(2),Substantial,Unknown,Close,Air Command,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,1.0,VMC,Maneuvering,OH,Ohio,OH
20041216X01998,Accident,2004-12-08,"WARRENTON, VA",United States,Non-Fatal,Substantial,Unknown,Day,VP-2,Yes,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC,Takeoff,VA,Virginia,VA
20041214X01982,Accident,2004-12-08,"TRENTON, NJ",United States,Non-Fatal,Substantial,Unknown,Hare,Seawind,Yes,1.0,Turbo Prop,Instructional,0.0,0.0,1.0,1.0,VMC,Descent,NJ,New Jersey,NJ
20041215X01994,Accident,2004-12-12,"Morris, OK",United States,Fatal(2),Destroyed,Unknown,Crosley,Christen Eagle II,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,1.0,VMC,Maneuvering,OK,Oklahoma,OK
20050119X00076,Accident,2004-12-17,"GORDONVILLE, TX",United States,Non-Fatal,Substantial,Airplane,Ohlemeier/stratton,RV-7A,Yes,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Landing,TX,Texas,TX
20041222X02028,Accident,2004-12-17,"Slaton, TX",United States,Fatal(1),Destroyed,Unknown,Akers Douglas,RA40 Defiant,Yes,2.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Takeoff,TX,Texas,TX
20050114X00053,Accident,2004-12-18,"EVERETT, WA",United States,Non-Fatal,Substantial,Airplane,Breit,Zodiac (CH-601-HDS),Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,WA,Washington,WA
20050120X00085,Accident,2004-12-19,"ALBUQUERQUE, NM",United States,Non-Fatal,Substantial,Airplane,Daniels,Vans RV-8,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,NM,New Mexico,NM
20050216X00194,Accident,2004-12-26,"TORREY PINES, CA",United States,Non-Fatal,Substantial,Ultralight,Top Dog,Trike,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,CA,California,CA
20050106X00022,Accident,2004-12-31,"YUCCA VALLEY, CA",United States,Non-Fatal,Substantial,Unknown,Orr,Long-Ez,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,CA,California,CA
20050208X00155,Accident,2005-01-04,"OCEAN ISLE BEAC, NC",United States,Non-Fatal,Substantial,Airplane,"Stanley, Davey L",Pulsar III,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Descent,NC,North Carolina,NC
20050120X00088,Accident,2005-01-05,"Sacaton, AZ",United States,Fatal(2),Destroyed,Unknown,Vail,Lancair 235,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,1.0,VMC,Maneuvering,AZ,Arizona,AZ
20050201X00126,Accident,2005-01-09,"FORT WORTH, TX",United States,Non-Fatal,Substantial,Airplane,Reinhart,GP-4,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,TX,Texas,TX
20050117X00056,Accident,2005-01-10,"Cleveland, OK",United States,Non-Fatal,Destroyed,Unknown,Myers,Kit Fox Series VI,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Takeoff,OK,Oklahoma,OK
20050120X00089,Accident,2005-01-12,"EL CAJON, CA",United States,Fatal(1),Substantial,Unknown,Jimmy Hill,Lancair 235,Yes,1.0,Reciprocating,Personal,1.0,1.0,0.0,1.0,VMC,Approach,CA,California,CA
20050222X00218,Accident,2005-01-14,"Holdenville, OK",United States,Fatal(1),Destroyed,Unknown,Nolen,Lite Squared,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Unknown,OK,Oklahoma,OK
20050124X00100,Accident,2005-01-15,"CAMARILLO, CA",United States,Fatal(1),Substantial,Unknown,Slipstream,Revelation,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Landing,CA,California,CA
20050201X00123,Accident,2005-01-16,"SANFORD, FL",United States,Non-Fatal,Substantial,Unknown,Paul Pajak,RV-6A,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,FL,Florida,FL
20050119X00071,Accident,2005-01-17,"CINCINNATI, OH",United States,Non-Fatal,Substantial,Unknown,Ghiles,MCR-01 VLA,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,OH,Ohio,OH
20050209X00163,Accident,2005-01-21,"DAYTONA BEACH, FL",United States,Non-Fatal,Substantial,Airplane,Lee Harold Swarthout,Velocity XLRG,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,FL,Florida,FL
20050208X00157,Accident,2005-02-03,"PUYALLUP, WA",United States,Non-Fatal,Substantial,Unknown,Smuz,RAF 2000 GTX SE,Yes,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,WA,Washington,WA
20050312X00304,Accident,2005-02-05,"COOLIDGE, AZ",United States,Non-Fatal,Substantial,Unknown,Austin,Pitts Special,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Maneuvering,AZ,Arizona,AZ
20050208X00148,Accident,2005-02-05,"ROCHESTER, IN",United States,Fatal(1),Substantial,Unknown,Ramsey,RV-8A,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,IMC,Maneuvering,IN,Indiana,IN
20050302X00250,Accident,2005-02-07,"Woodbine, NJ",United States,Fatal(2),Destroyed,Unknown,Air Creation,Clipper 912,Yes,1.0,Reciprocating,Instructional,2.0,0.0,0.0,1.0,VMC,Approach,NJ,New Jersey,NJ
20050228X00242,Accident,2005-02-12,"ISABELA, PR",United States,Non-Fatal,Substantial,Unknown,Johnson,Revolution Mini 500,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Cruise,PR,Puerto Rico,PR
20050318X00335,Accident,2005-02-12,"PANACEA, FL",United States,Non-Fatal,Substantial,Airplane,Dickson,RV-7A,Yes,1.0,Reciprocating,Flight Test,0.0,0.0,1.0,1.0,VMC,Landing,FL,Florida,FL
20050303X00262,Accident,2005-02-12,"Marion, MS",United States,Fatal(2),Destroyed,Unknown,Twente,Pitts Model 12,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,1.0,VMC,Maneuvering,MS,Mississippi,MS
20050225X00234,Accident,2005-02-22,"Brookings, OR",United States,Fatal(2),Destroyed,Unknown,Avery,Glasair,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,1.0,VMC,Maneuvering,OR,Oregon,OR
20050303X00257,Accident,2005-02-26,"KAYCEE, WY",United States,Fatal(1),Substantial,Unknown,Bourgeois-avid Flyer,MK IV,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Maneuvering,WY,Wyoming,WY
20050310X00291,Accident,2005-02-26,"MT. OLIVE, NC",United States,Non-Fatal,Substantial,Airplane,Bennett Ra Oliver,Zodiac CH 601 HDS,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Takeoff,NC,North Carolina,NC
20050303X00258,Accident,2005-03-01,"Del Norte, CO",United States,Fatal(2),Destroyed,Unknown,Piel Emeraude,CP-305,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,1.0,VMC,Maneuvering,CO,Colorado,CO
20050307X00279,Accident,2005-03-05,"YAMHILL, OR",United States,Fatal(1),Substantial,Unknown,Simpkins,RV-6A,Yes,1.0,Reciprocating,Personal,1.0,1.0,0.0,1.0,VMC,Landing,OR,Oregon,OR
20050404X00400,Accident,2005-03-06,"MILLINGTON, TN",United States,Non-Fatal,Substantial,Airplane,Ecker,Starduster 1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,TN,Tennessee,TN
20050404X00397,Accident,2005-03-09,"GOLDSBORO, NC",United States,Non-Fatal,Substantial,Airplane,Savage,RV-8,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,NC,North Carolina,NC
20050311X00302,Accident,2005-03-10,"Coos Bay, OR",United States,Non-Fatal,Destroyed,Unknown,Rotorway,Exec 162F,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Cruise,OR,Oregon,OR
20050406X00421,Accident,2005-03-11,"ST. PAUL, OR",United States,Non-Fatal,Substantial,Airplane,Jeffs,J-Bird,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Maneuvering,OR,Oregon,OR
20050406X00419,Accident,2005-03-11,"DILLARD, OR",United States,Non-Fatal,Substantial,Airplane,Birtch,Kitfox II,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,OR,Oregon,OR
20050330X00383,Accident,2005-03-24,"CASCADE, MT",United States,Non-Fatal,Substantial,Unknown,Abbott,Glasair Legend,Yes,1.0,Turbo Prop,Personal,0.0,0.0,0.0,1.0,IMC,Approach,MT,Montana,MT
20050414X00459,Accident,2005-03-26,"CHANDLER, AZ",United States,Non-Fatal,Substantial,Airplane,Peter A. Geiser,Lee/Geiser Nieuprt17,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,AZ,Arizona,AZ
20050404X00398,Accident,2005-03-26,"La Grande, OR",United States,Fatal(2),Destroyed,Unknown,Hoover,Challenger II STD,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,1.0,IMC,Cruise,OR,Oregon,OR
20050329X00378,Accident,2005-03-27,"Iowa City, IA",United States,Fatal(2),Destroyed,Unknown,Matthews,Christen Eagle II,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,1.0,VMC,Maneuvering,IA,Iowa,IA
20050420X00486,Accident,2005-04-04,"GREEN COVE SPR, FL",United States,Non-Fatal,Substantial,Unknown,Frank D. Amador,Searey,Yes,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,VMC,Takeoff,FL,Florida,FL
20050415X00464,Accident,2005-04-05,"Howell, MI",United States,Non-Fatal,Minor,Airplane,Franz,RV-6,Yes,1.0,Reciprocating,Personal,0.0,1.0,1.0,1.0,VMC,Landing,MI,Michigan,MI
20050408X00434,Accident,2005-04-06,"EAGLE POINT, OR",United States,Non-Fatal,Substantial,Unknown,Park,Kitfox IV,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,OR,Oregon,OR
20050427X00509,Accident,2005-04-08,"BEND, OR",United States,Non-Fatal,Substantial,Airplane,Shannon,Lancair Legacy 2000,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,OR,Oregon,OR
20050413X00445,Accident,2005-04-10,"CRESENT CITY, FL",United States,Non-Fatal,Substantial,Unknown,Shorethose,Kitfox Series 5,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,FL,Florida,FL
20050502X00530,Accident,2005-04-10,"SOUTH WOODSTOCK, CT",United States,Non-Fatal,Substantial,Airplane,Clark/loken,Christen Eagle II,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,CT,Connecticut,CT
20050428X00518,Accident,2005-04-10,"KENDALLVILLE, IN",United States,Non-Fatal,Substantial,Unknown,Tschida,Glastar,Yes,1.0,Turbo Prop,Personal,0.0,0.0,0.0,1.0,VMC,Approach,IN,Indiana,IN
20050413X00451,Accident,2005-04-11,"CHINO, CA",United States,Non-Fatal,Substantial,Unknown,Clark,Aerosport Scamp,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,CA,California,CA
20050415X00465,Accident,2005-04-12,"HAYWARD, CA",United States,Non-Fatal,Substantial,Unknown,Newell Thomas,RV6-A,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,CA,California,CA
20050418X00469,Accident,2005-04-12,"Bogalusa, LA",United States,Fatal(2),Destroyed,Unknown,Spearman,Raptor,Yes,1.0,Turbo Prop,Personal,2.0,0.0,0.0,1.0,VMC,Approach,LA,Louisiana,LA
20050511X00593,Accident,2005-04-14,"Cameron, MO",United States,Non-Fatal,Destroyed,Airplane,Mitchell,KR-2S,Yes,1.0,Reciprocating,Flight Test,0.0,0.0,1.0,1.0,VMC,Go-around,MO,Missouri,MO
20050426X00506,Accident,2005-04-16,"MIDDLEBORO, MA",United States,Non-Fatal,Substantial,Unknown,Brennan,Flightstar,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,MA,Massachusetts,MA
20050511X00592,Accident,2005-04-16,"CANDO, ND",United States,Non-Fatal,Substantial,Airplane,Curl,Avid Air Magnum,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,ND,North Dakota,ND
20050420X00481,Accident,2005-04-17,"MULLINS, SC",United States,Fatal(1),Substantial,Unknown,Anderson,Mini Mustang,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Maneuvering,SC,South Carolina,SC
20050422X00495,Accident,2005-04-20,"BAKERSFIELD, CA",United States,Non-Fatal,Substantial,Unknown,Bailey,Lowing Loadster,Yes,1.0,Reciprocating,Flight Test,0.0,1.0,0.0,1.0,VMC,Approach,CA,California,CA
20050506X00564,Accident,2005-04-21,"CHINO, CA",United States,Non-Fatal,Substantial,Airplane,Rankin,Quickie Q2,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,CA,California,CA
20050427X00513,Accident,2005-04-22,"LONGMONT, CO",United States,Non-Fatal,Substantial,Unknown,Ross/stonecipher,Vans RV-6,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Descent,CO,Colorado,CO
20050503X00540,Accident,2005-04-22,"Dulzura, CA",United States,Non-Fatal,Destroyed,Unknown,Bishop,RV6A,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,IMC,Cruise,CA,California,CA
20050510X00583,Accident,2005-04-25,"HOMESTEAD, FL",United States,Non-Fatal,Substantial,Unknown,Gordon E. Brown,Nieuport C-1,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Approach,FL,Florida,FL
20050502X00531,Accident,2005-04-26,"SPRINGTOWN, TX",United States,Non-Fatal,Substantial,Unknown,Friddle,Super Cub Replica,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Go-around,TX,Texas,TX
20050511X00595,Accident,2005-04-27,"LYNDON, KS",United States,Non-Fatal,Substantial,Airplane,Whittman,Tailwind,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,KS,Kansas,KS
20050503X00543,Accident,2005-04-27,"Tombstone, AZ",United States,Fatal(2),Destroyed,Unknown,Schlitter Randy J,RANS S6ES Coyote II,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,1.0,VMC,Maneuvering,AZ,Arizona,AZ
20050627X00873,Accident,2005-04-30,"CLAY CENTER, OH",United States,Non-Fatal,Substantial,Unknown,Kolb Company,Mark III,Yes,1.0,Reciprocating,Personal,0.0,1.0,1.0,1.0,VMC,Takeoff,OH,Ohio,OH
20050601X00703,Accident,2005-05-01,"SANTA BARBARA, CA",United States,Non-Fatal,Substantial,Unknown,Kittleson,Quickie Q-200,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,CA,California,CA
20050517X00622,Accident,2005-05-01,"Nacogdoches, TX",United States,Non-Fatal,Destroyed,Unknown,Lancair,Legacy,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,TX,Texas,TX
20050519X00640,Accident,2005-05-03,"LEBANON, OR",United States,Non-Fatal,Substantial,Airplane,Johnson,Johnson Chris-Tena,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,OR,Oregon,OR
20050510X00580,Accident,2005-05-06,"MEMPHIS, TN",United States,Fatal(1),Substantial,Unknown,Earnest,Jodel D-9,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Approach,TN,Tennessee,TN
20050519X00633,Accident,2005-05-08,"LIMA, OH",United States,Non-Fatal,Substantial,Unknown,Schneidhorst,Slingshot,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Takeoff,OH,Ohio,OH
20050609X00741,Accident,2005-05-09,"RHINEBECK, NY",United States,Non-Fatal,Substantial,Airplane,Palen,Sopwith Camel,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,NY,New York,NY
20050516X00616,Accident,2005-05-10,"DIKE, IA",United States,Non-Fatal,Substantial,Unknown,Mattson,Zenith 601XL,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,IA,Iowa,IA
20050520X00641,Accident,2005-05-11,"KENNETT SQUARE, PA",United States,Non-Fatal,Substantial,Unknown,Zeidman,RV-6A,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,PA,Pennsylvania,PA
20050517X00626,Accident,2005-05-14,"CRESWELL, OR",United States,Non-Fatal,Substantial,Unknown,Horvath,Pitts S-1C,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,OR,Oregon,OR
20050622X00834,Accident,2005-05-14,"HONDO, TX",United States,Non-Fatal,Substantial,Gyrocraft,Mayfield,Sparrowhawk,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,TX,Texas,TX
20050519X00634,Accident,2005-05-16,"ST ELMO, AL",United States,Fatal(1),Substantial,Unknown,Paul E. Conner,Rotor-EZ,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Takeoff,AL,Alabama,AL
20050616X00780,Accident,2005-05-17,"VIENNA, GA",United States,Non-Fatal,Substantial,Airplane,Rand Robinson Engineering,KR-2,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Cruise,GA,Georgia,GA
20050526X00677,Accident,2005-05-21,"LOUISVILLE, MS",United States,Non-Fatal,Substantial,Unknown,C.w. Smith,Rans S6 Coyote II,Yes,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,VMC,Takeoff,MS,Mississippi,MS
20050725X01091,Accident,2005-05-21,"DURANGO, CO",United States,Non-Fatal,Substantial,Unknown,Hepperlen,RV-8,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,CO,Colorado,CO
20050525X00662,Accident,2005-05-21,"Lake Wales, FL",United States,Non-Fatal,Destroyed,Unknown,Pitts,S1S,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Standing,FL,Florida,FL
20050527X00684,Accident,2005-05-21,"Galliano, LA",United States,Fatal(1),Destroyed,Unknown,Miller,Rand Robinson KR-2,Yes,1.0,Turbo Prop,Personal,1.0,0.0,0.0,1.0,VMC,Takeoff,LA,Louisiana,LA
20050616X00786,Accident,2005-05-22,"MATTOON, IL",United States,Non-Fatal,Substantial,Airplane,Young,Zodiac 601XL,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,IL,Illinois,IL
20050714X01027,Accident,2005-05-24,"South Beloit, IL",United States,Fatal(1),Destroyed,Unknown,Hurley,Searey,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Unknown,IL,Illinois,IL
20050608X00731,Accident,2005-05-27,"PALM CITY, FL",United States,Non-Fatal,Substantial,Unknown,Hamilton Stoddard,Glassair II S,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,FL,Florida,FL
20050606X00721,Accident,2005-05-27,"ROUND LAKE, NY",United States,Non-Fatal,Substantial,Unknown,Snyder,Sky Scout,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,NY,New York,NY
20050616X00785,Accident,2005-05-28,"LAUREL, MT",United States,Non-Fatal,Substantial,Airplane,Jackson,Rans S-6S,Yes,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,MT,Montana,MT
20050607X00725,Accident,2005-05-28,"FT. PIERCE, FL",United States,Non-Fatal,Substantial,Unknown,Vans Aircraft,RV4,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Approach,FL,Florida,FL
20050613X00758,Accident,2005-05-29,"SANDY, OR",United States,Non-Fatal,Substantial,Airplane,Fisher,Mini Max 1300,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,OR,Oregon,OR
